Project,Market Sector,EQS,UGS,FVS,SS,how3 Score,Growth Category,Valuation Category,SS (Rating),User Growth JSON,Earnings Quality JSON,Static ,Live,Symbol
zkSync,Blockchains (L2),37.32803842,76.67636132,37.21840659,85.15,59.09320158,Strong Growth,Overvalued,A,"{""name"": ""zkSync"", ""sector"": ""Blockchains (L2)"", ""scores"": {""user_growth"": 76.67636131763253, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Arbitrum"", ""scores"": {""user_growth"": 96.30346290771791}}, {""name"": ""Gravity"", ""scores"": {""user_growth"": 81.36211567178466}}, {""name"": ""Immutable X"", ""scores"": {""user_growth"": 90.02038225560229}}, {""name"": ""StarkNet"", ""scores"": {""user_growth"": 74.82779415706244}}], ""sector_averages"": {""user_growth"": 54.93, ""count"": 66}}","{""name"": ""zkSync"", ""sector"": ""Blockchains (L2)"", ""scores"": {""earnings_quality"": 37.3280384228913}, ""peers"": [{""name"": ""Arbitrum"", ""scores"": {""earnings_quality"": 64.9549137112815}}, {""name"": ""Gravity"", ""scores"": {""earnings_quality"": 33.303054003849226}}, {""name"": ""Immutable X"", ""scores"": {""earnings_quality"": 62.73696331707027}}, {""name"": ""Arbitrum One"", ""scores"": {""earnings_quality"": 64.9549137112815}}], ""sector_averages"": {""earnings_quality"": 5.67, ""count"": 84}}",FALSE,FALSE,zk
GMX,Derivative exchanges,50.31912787,95.64567206,75.34722222,91.92,78.30800554,Exceptional Growth,Undervalued,AA,"{""name"": ""GMX"", ""sector"": ""Derivative exchanges"", ""scores"": {""user_growth"": 95.64567206192824, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Pendle"", ""scores"": {""user_growth"": 94.4047485765466}}, {""name"": ""Synthetix"", ""scores"": {""user_growth"": 80.07145256221611}}, {""name"": ""Drift Protocol"", ""scores"": {""user_growth"": 95.91836734693877}}, {""name"": ""Aevo"", ""scores"": {""user_growth"": 89.37847866419295}}], ""sector_averages"": {""user_growth"": 55.1, ""count"": 55}}","{""name"": ""GMX"", ""sector"": ""Derivative exchanges"", ""scores"": {""earnings_quality"": 50.319127872574335}, ""peers"": [{""name"": ""Pendle"", ""scores"": {""earnings_quality"": 44.20295270085844}}, {""name"": ""Synthetix"", ""scores"": {""earnings_quality"": 30.536112044822108}}, {""name"": ""Hegic"", ""scores"": {""earnings_quality"": 54.79070870679547}}, {""name"": ""SynFutures"", ""scores"": {""earnings_quality"": 44.47377406233293}}], ""sector_averages"": {""earnings_quality"": 8.13, ""count"": 63}}",FALSE,TRUE,gmx
Pendle,Derivative exchanges,44.2029527,94.40474858,51.42857143,89.37,69.85156818,Exceptional Growth,Fairly Valued,AA,"{""name"": ""Pendle"", ""sector"": ""Derivative exchanges"", ""scores"": {""user_growth"": 94.4047485765466, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""GMX"", ""scores"": {""user_growth"": 95.64567206192824}}, {""name"": ""Synthetix"", ""scores"": {""user_growth"": 80.07145256221611}}, {""name"": ""Drift Protocol"", ""scores"": {""user_growth"": 95.91836734693877}}, {""name"": ""Aevo"", ""scores"": {""user_growth"": 89.37847866419295}}], ""sector_averages"": {""user_growth"": 55.1, ""count"": 55}}","{""name"": ""Pendle"", ""sector"": ""Derivative exchanges"", ""scores"": {""earnings_quality"": 44.20295270085844}, ""peers"": [{""name"": ""GMX"", ""scores"": {""earnings_quality"": 50.319127872574335}}, {""name"": ""Synthetix"", ""scores"": {""earnings_quality"": 30.536112044822108}}, {""name"": ""Hegic"", ""scores"": {""earnings_quality"": 54.79070870679547}}, {""name"": ""SynFutures"", ""scores"": {""earnings_quality"": 44.47377406233293}}], ""sector_averages"": {""earnings_quality"": 8.13, ""count"": 63}}",FALSE,TRUE,pendle
Synthetix,Derivative exchanges,30.53611204,80.07145256,49.49404762,83.71,51.42857143,Exceptional Growth,Fairly Valued,A,"{""name"": ""Synthetix"", ""sector"": ""Derivative exchanges"", ""scores"": {""user_growth"": 80.07145256221611, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""GMX"", ""scores"": {""user_growth"": 95.64567206192824}}, {""name"": ""Pendle"", ""scores"": {""user_growth"": 94.4047485765466}}, {""name"": ""Drift Protocol"", ""scores"": {""user_growth"": 95.91836734693877}}, {""name"": ""Aevo"", ""scores"": {""user_growth"": 89.37847866419295}}], ""sector_averages"": {""user_growth"": 55.1, ""count"": 55}}","{""name"": ""Synthetix"", ""sector"": ""Derivative exchanges"", ""scores"": {""earnings_quality"": 30.536112044822108}, ""peers"": [{""name"": ""GMX"", ""scores"": {""earnings_quality"": 50.319127872574335}}, {""name"": ""Pendle"", ""scores"": {""earnings_quality"": 44.20295270085844}}, {""name"": ""Hegic"", ""scores"": {""earnings_quality"": 54.79070870679547}}, {""name"": ""SynFutures"", ""scores"": {""earnings_quality"": 44.47377406233293}}], ""sector_averages"": {""earnings_quality"": 8.13, ""count"": 63}}",FALSE,FALSE,snx
Blur,NFT marketplaces,0,88.75,88.75,88.08,49.49404762,Exceptional Growth,Undervalued,AA,,,,,
Axie Infinity,Gaming,0,94.11764706,80,85.55,64.91691176,Exceptional Growth,Undervalued,A,,,,,
Aerodrome Finance,Exchanges (DEX),60.78862235,88.64047174,74.745671,79.36,75.88369127,Exceptional Growth,Undervalued,A,"{""name"": ""Aerodrome Finance"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""user_growth"": 88.64047173627264, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""0x"", ""scores"": {""user_growth"": 64.69035460275727}}, {""name"": ""1inch Network"", ""scores"": {""user_growth"": 87.7843015808811}}, {""name"": ""Curve DAO Token"", ""scores"": {""user_growth"": 80.46152922439074}}, {""name"": ""Ethena"", ""scores"": {""user_growth"": 80.8611946775879}}], ""sector_averages"": {""user_growth"": 52.77, ""count"": 91}}","{""name"": ""Aerodrome Finance"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""earnings_quality"": 60.788622351381406}, ""peers"": [{""name"": ""Curve DAO Token"", ""scores"": {""earnings_quality"": 56.84522301549867}}, {""name"": ""Ethena"", ""scores"": {""earnings_quality"": 57.15610750876476}}, {""name"": ""PancakeSwap"", ""scores"": {""earnings_quality"": 20.610528563344047}}, {""name"": ""Sushiswap"", ""scores"": {""earnings_quality"": 47.83216668659891}}], ""sector_averages"": {""earnings_quality"": 8.69, ""count"": 136}}",FALSE,FALSE,aero
Morpho,Lending,0,81.08004386,84.07142857,93.26,64.60286811,Exceptional Growth,Undervalued,AA,,,,,
Uniswap,Exchanges (DEX),0,98.44734891,59.54101563,94.28,63.06709113,Exceptional Growth,Fairly Valued,AAA,,,,,
Curve DAO Token,Exchanges (DEX),56.84522302,80.46152922,50.34801136,89.29,69.2361909,Exceptional Growth,Fairly Valued,AA,"{""name"": ""Curve DAO Token"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""user_growth"": 80.46152922439074, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""0x"", ""scores"": {""user_growth"": 64.69035460275727}}, {""name"": ""1inch Network"", ""scores"": {""user_growth"": 87.7843015808811}}, {""name"": ""Aerodrome Finance"", ""scores"": {""user_growth"": 88.64047173627264}}, {""name"": ""Ethena"", ""scores"": {""user_growth"": 80.8611946775879}}], ""sector_averages"": {""user_growth"": 52.77, ""count"": 91}}","{""name"": ""Curve DAO Token"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""earnings_quality"": 56.84522301549867}, ""peers"": [{""name"": ""Aerodrome Finance"", ""scores"": {""earnings_quality"": 60.788622351381406}}, {""name"": ""Ethena"", ""scores"": {""earnings_quality"": 57.15610750876476}}, {""name"": ""PancakeSwap"", ""scores"": {""earnings_quality"": 20.610528563344047}}, {""name"": ""Sushiswap"", ""scores"": {""earnings_quality"": 47.83216668659891}}], ""sector_averages"": {""earnings_quality"": 8.69, ""count"": 136}}",FALSE,TRUE,crv
Coinbase Wrapped Staked ETH,Blockchains (L2),64.8086486,100,,83.04,61.96216215,Exceptional Growth,,A,,,,,
Ethena,Exchanges (DEX),57.15610751,80.86119468,76.46969697,90.55,76.25924979,Exceptional Growth,Undervalued,AA,"{""name"": ""Ethena"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""user_growth"": 80.8611946775879, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""0x"", ""scores"": {""user_growth"": 64.69035460275727}}, {""name"": ""1inch Network"", ""scores"": {""user_growth"": 87.7843015808811}}, {""name"": ""Aerodrome Finance"", ""scores"": {""user_growth"": 88.64047173627264}}, {""name"": ""Curve DAO Token"", ""scores"": {""user_growth"": 80.46152922439074}}], ""sector_averages"": {""user_growth"": 52.77, ""count"": 91}}","{""name"": ""Ethena"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""earnings_quality"": 57.15610750876476}, ""peers"": [{""name"": ""Aerodrome Finance"", ""scores"": {""earnings_quality"": 60.788622351381406}}, {""name"": ""Curve DAO Token"", ""scores"": {""earnings_quality"": 56.84522301549867}}, {""name"": ""PancakeSwap"", ""scores"": {""earnings_quality"": 20.610528563344047}}, {""name"": ""Sushiswap"", ""scores"": {""earnings_quality"": 47.83216668659891}}], ""sector_averages"": {""earnings_quality"": 8.69, ""count"": 136}}",FALSE,FALSE,ena
Mocaverse,Exchanges (DEX),27.03023138,40.23071721,29.1311553,85.15,45.38552597,Slow Growth,Overvalued,A,"{""name"": ""Mocaverse"", ""sector"": ""Unknown"", ""scores"": {""user_growth"": null, ""growth_category"": null}, ""peers"": [{""name"": ""BENQI Liquid Staked AVAX"", ""scores"": {""user_growth"": null}}, {""name"": ""CoW DAO"", ""scores"": {""user_growth"": null}}, {""name"": ""Entangle"", ""scores"": {""user_growth"": null}}, {""name"": ""OriginTrail"", ""scores"": {""user_growth"": null}}], ""sector_averages"": {""user_growth"": null, ""count"": 0}}","{""name"":""Mocaverse"",""sector"":""Exchanges (DEX)"",""scores"":{""earnings_quality"":27.03023138},""peers"":[{""name"":""PancakeSwap"",""scores"":{""earnings_quality"":20.61052856}},{""name"":""Sushiswap"",""scores"":{""earnings_quality"":47.83216669}},{""name"":""Curve DAO Token"",""scores"":{""earnings_quality"":56.84522302}},{""name"":""Ethena"",""scores"":{""earnings_quality"":57.15610751}}],""sector_averages"":{""earnings_quality"":8.69,""count"":136}}",FALSE,FALSE,moca
PancakeSwap,Exchanges (DEX),20.61052856,99.14772727,81.26623377,91.84,73.2161224,Exceptional Growth,Undervalued,AA,"{""name"": ""PancakeSwap"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""user_growth"": 99.14772727272728, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""0x"", ""scores"": {""user_growth"": 64.69035460275727}}, {""name"": ""1inch Network"", ""scores"": {""user_growth"": 87.7843015808811}}, {""name"": ""Aerodrome Finance"", ""scores"": {""user_growth"": 88.64047173627264}}, {""name"": ""Curve DAO Token"", ""scores"": {""user_growth"": 80.46152922439074}}], ""sector_averages"": {""user_growth"": 52.77, ""count"": 91}}","{""name"": ""PancakeSwap"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""earnings_quality"": 20.610528563344047}, ""peers"": [{""name"": ""Aerodrome Finance"", ""scores"": {""earnings_quality"": 60.788622351381406}}, {""name"": ""Curve DAO Token"", ""scores"": {""earnings_quality"": 56.84522301549867}}, {""name"": ""Ethena"", ""scores"": {""earnings_quality"": 57.15610750876476}}, {""name"": ""Sushiswap"", ""scores"": {""earnings_quality"": 47.83216668659891}}], ""sector_averages"": {""earnings_quality"": 8.69, ""count"": 136}}",FALSE,FALSE,cake
THORChain,Exchanges (DEX),0,98.85057471,55,89.75,60.90014368,Exceptional Growth,Fairly Valued,AA,,,,,
Sushiswap,Exchanges (DEX),47.83216669,88.87737216,49.53125,85.11,67.83769721,Exceptional Growth,Fairly Valued,A,"{""name"": ""Sushiswap"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""user_growth"": 88.87737216435771, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""0x"", ""scores"": {""user_growth"": 64.69035460275727}}, {""name"": ""1inch Network"", ""scores"": {""user_growth"": 87.7843015808811}}, {""name"": ""Aerodrome Finance"", ""scores"": {""user_growth"": 88.64047173627264}}, {""name"": ""Curve DAO Token"", ""scores"": {""user_growth"": 80.46152922439074}}], ""sector_averages"": {""user_growth"": 52.77, ""count"": 91}}","{""name"": ""Sushiswap"", ""sector"": ""Exchanges (DEX)"", ""scores"": {""earnings_quality"": 47.83216668659891}, ""peers"": [{""name"": ""Aerodrome Finance"", ""scores"": {""earnings_quality"": 60.788622351381406}}, {""name"": ""Curve DAO Token"", ""scores"": {""earnings_quality"": 56.84522301549867}}, {""name"": ""Ethena"", ""scores"": {""earnings_quality"": 57.15610750876476}}, {""name"": ""PancakeSwap"", ""scores"": {""earnings_quality"": 20.610528563344047}}], ""sector_averages"": {""earnings_quality"": 8.69, ""count"": 136}}",FALSE,FALSE,sushi
Ondo Finance,Asset management,0,100,55,87.5,60.625,Exceptional Growth,Fairly Valued,AA,,,,,
UXLINK,Social,0,100,55,84.53,59.8825,Exceptional Growth,Fairly Valued,A,,,,,
Zcash,Blockchains (L1),0,62.95454545,88.12810174,87.68,59.6906618,Steady Growth,Undervalued,AA,,,,,
Chainlink,Infrastructure,26.85214894,85.72299652,30.9375,92.06,58.89316136,Exceptional Growth,Overvalued,AA,"{""name"": ""Chainlink"", ""sector"": ""Infrastructure"", ""scores"": {""user_growth"": 85.72299651567945, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Livepeer"", ""scores"": {""user_growth"": 85.63829787234042}}, {""name"": ""Render Network"", ""scores"": {""user_growth"": 91.6969382459782}}, {""name"": ""Virtuals Protocol"", ""scores"": {""user_growth"": 91.48936170212764}}, {""name"": ""Kaito"", ""scores"": {""user_growth"": 85.92371562013491}}], ""sector_averages"": {""user_growth"": 53.9, ""count"": 52}}","{""name"": ""Chainlink"", ""sector"": ""Infrastructure"", ""scores"": {""earnings_quality"": 26.85214894352868}, ""peers"": [{""name"": ""Helium"", ""scores"": {""earnings_quality"": 53.575124466986615}}, {""name"": ""Layer3"", ""scores"": {""earnings_quality"": 46.27089996011394}}, {""name"": ""Tornado Cash"", ""scores"": {""earnings_quality"": 40.6421287830892}}, {""name"": ""Zerion"", ""scores"": {""earnings_quality"": 35.11925409569828}}], ""sector_averages"": {""earnings_quality"": 2.39, ""count"": 97}}",FALSE,TRUE,link
Aave,Lending,62.67057363,99.07407407,70.5859375,90.35,80.6701463,Exceptional Growth,Undervalued,AA,"{""name"": ""Aave"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 99.07407407407408, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Compound"", ""scores"": {""user_growth"": 79.99756335282652}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Maple Finance"", ""scores"": {""user_growth"": 63.62573099415204}}, {""name"": ""Morpho"", ""scores"": {""user_growth"": 81.08004385964914}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}","{""name"": ""Aave"", ""sector"": ""Lending"", ""scores"": {""earnings_quality"": 62.67057362728197}, ""peers"": [{""name"": ""Compound"", ""scores"": {""earnings_quality"": 32.43084976560476}}, {""name"": ""Maple Finance"", ""scores"": {""earnings_quality"": 54.32192715059285}}, {""name"": ""Vechain"", ""scores"": {""earnings_quality"": 62.67057362728197}}, {""name"": ""Venus USDT"", ""scores"": {""earnings_quality"": 58.729369995647765}}], ""sector_averages"": {""earnings_quality"": 8.52, ""count"": 62}}",FALSE,TRUE,aave
BENQI Liquid Staked AVAX,Lending,40.20428212,70.42702242,60.671875,79.85,62.78829488,Strong Growth,Fairly Valued,A,"{""name"": ""BENQI Liquid Staked AVAX"", ""sector"": ""Unknown"", ""scores"": {""user_growth"": null, ""growth_category"": null}, ""peers"": [{""name"": ""CoW DAO"", ""scores"": {""user_growth"": null}}, {""name"": ""Entangle"", ""scores"": {""user_growth"": null}}, {""name"": ""Mocaverse"", ""scores"": {""user_growth"": null}}, {""name"": ""OriginTrail"", ""scores"": {""user_growth"": null}}], ""sector_averages"": {""user_growth"": null, ""count"": 0}}","{""name"":""BENQI Liquid Staked AVAX"",""sector"":""Lending"",""scores"":{""earnings_quality"":40.20428212},""peers"":[{""name"":""Compound"",""scores"":{""earnings_quality"":32.43084977}},{""name"":""Maple Finance"",""scores"":{""earnings_quality"":54.32192715}},{""name"":""Venus USDT"",""scores"":{""earnings_quality"":58.729369995}},{""name"":""Aave"",""scores"":{""earnings_quality"":62.67057363}}],""sector_averages"":{""earnings_quality"":8.52,""count"":62}}",FALSE,FALSE,sAVAX
Compound,Lending,32.43084977,79.99756335,42.6953125,91.56,61.6709314,Strong Growth,Fairly Valued,AA,"{""name"": ""Compound"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 79.99756335282652, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Aave"", ""scores"": {""user_growth"": 99.07407407407408}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Maple Finance"", ""scores"": {""user_growth"": 63.62573099415204}}, {""name"": ""Morpho"", ""scores"": {""user_growth"": 81.08004385964914}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}","{""name"": ""Compound"", ""sector"": ""Lending"", ""scores"": {""earnings_quality"": 32.43084976560476}, ""peers"": [{""name"": ""Aave"", ""scores"": {""earnings_quality"": 62.67057362728197}}, {""name"": ""Maple Finance"", ""scores"": {""earnings_quality"": 54.32192715059285}}, {""name"": ""Vechain"", ""scores"": {""earnings_quality"": 62.67057362728197}}, {""name"": ""Venus USDT"", ""scores"": {""earnings_quality"": 58.729369995647765}}], ""sector_averages"": {""earnings_quality"": 8.52, ""count"": 62}}",FALSE,FALSE,comp
Sonic Labs (prev. Fantom),Blockchains (L1),,60.70600968,84.65909091,89.26,58.65627515,Steady Growth,Undervalued,AA,,,,,
Render Network,Infrastructure,0,91.69693825,56,86.28,58.49423456,Exceptional Growth,Fairly Valued,A,,,,,
EigenLayer,Liquid staking,0,87.64705882,55,90.03,58.16926471,Exceptional Growth,Fairly Valued,AA,,,,,
JustLend,Lending,0,90.13157895,55,87.52,58.16289474,Exceptional Growth,Fairly Valued,AA,,,,,
Arbitrum One,Blockchains (L2),64.95491371,96.30346291,70.41071429,,57.91727273,Exceptional Growth,Undervalued,,,,,,
TrueUSD,Stablecoin issuers,0,84.52380952,55,89.43,57.23845238,Exceptional Growth,Fairly Valued,AA,,,,,
Mantle Network,Blockchains (L2),0,89.47204969,52,86.19,56.91551242,Exceptional Growth,Fairly Valued,A,,,,,
Cronos,Blockchains (L1),0,58.11447811,75.98057185,92.41,56.62626249,Steady Growth,Undervalued,AA,,,,,
Kaito,Infrastructure,0,85.92371562,55,84.19,56.27842891,Exceptional Growth,Fairly Valued,A,,,,,
Cardano,Blockchains (L1),0,90.90909091,44.48356079,89.2,56.14816293,Exceptional Growth,Fairly Valued,AA,,,,,
Bitcoin,Blockchains (L1),0,73.61458333,53.1483871,96.87,55.90824261,Strong Growth,Fairly Valued,AAA,,,,,
SunSwap,Exchanges (DEX),0,87.2080089,55,81,55.80200222,Exceptional Growth,Fairly Valued,A,,,,,
Worldcoin,Blockchains (L2),0,89.51227888,47.5,85.19,55.55056972,Exceptional Growth,Fairly Valued,A,,,,,
Yearn Finance,Asset management,0,96.285435,55,70.16,55.36135875,Exceptional Growth,Fairly Valued,BB,,,,,
Livepeer,Infrastructure,0,85.63829787,56.60714286,78.4,55.16136018,Exceptional Growth,Fairly Valued,BBB,,,,,
Maple Finance,Lending,54.32192715,63.62573099,56.83035714,92.39,66.79200382,Steady Growth,Fairly Valued,AA,"{""name"": ""Maple Finance"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 63.62573099415204, ""growth_category"": ""Steady Growth""}, ""peers"": [{""name"": ""Aave"", ""scores"": {""user_growth"": 99.07407407407408}}, {""name"": ""Compound"", ""scores"": {""user_growth"": 79.99756335282652}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Morpho"", ""scores"": {""user_growth"": 81.08004385964914}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}","{""name"": ""Maple Finance"", ""sector"": ""Lending"", ""scores"": {""earnings_quality"": 54.32192715059285}, ""peers"": [{""name"": ""Aave"", ""scores"": {""earnings_quality"": 62.67057362728197}}, {""name"": ""Compound"", ""scores"": {""earnings_quality"": 32.43084976560476}}, {""name"": ""Vechain"", ""scores"": {""earnings_quality"": 62.67057362728197}}, {""name"": ""Venus USDT"", ""scores"": {""earnings_quality"": 58.729369995647765}}], ""sector_averages"": {""earnings_quality"": 8.52, ""count"": 62}}",FALSE,TRUE,mpl
Vechain,Lending,62.67057363,99.07407407,70.5859375,92.59,81.2301463,Exceptional Growth,Undervalued,AA,"{""name"": ""Vechain"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 99.07407407407408, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Aave"", ""scores"": {""user_growth"": 99.07407407407408}}, {""name"": ""Compound"", ""scores"": {""user_growth"": 79.99756335282652}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Maple Finance"", ""scores"": {""user_growth"": 63.62573099415204}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}","{""name"":""Vechain"",""sector"":""Lending"",""scores"":{""earnings_quality"":62.67057363},""peers"":[{""name"":""Aave"",""scores"":{""earnings_quality"":62.67057363}},{""name"":""Venus USDT"",""scores"":{""earnings_quality"":58.729369995}},{""name"":""Maple Finance"",""scores"":{""earnings_quality"":54.32192715}},{""name"":""Compound"",""scores"":{""earnings_quality"":32.43084977}}],""sector_averages"":{""earnings_quality"":8.52,""count"":62}}",FALSE,FALSE,vet
Storj,Infrastructure,0,77.19252724,55,87.44,54.90813181,Strong Growth,Fairly Valued,AA,,,,,
Orca,Exchanges (DEX),0,93.10344828,50,75.05,54.53836207,Exceptional Growth,Fairly Valued,BBB,,,,,
Sui,Blockchains (L1),0,87.87878788,40,88.49,54.09219697,Exceptional Growth,Fairly Valued,AA,,,,,
Ethereum Name Service,Infrastructure,0,84.67393185,46,85.38,54.01348296,Exceptional Growth,Fairly Valued,A,,,,,
Layer3,Infrastructure,46.27089996,75.34213062,92.85714286,,53.61754336,Strong Growth,Undervalued,,,,,,
Dogecoin,Blockchains (L1),0,93.93939394,31.92082111,87.83,53.42255376,Exceptional Growth,Overvalued,AA,,,,,
JUST,Lending,0,90.13157895,55,68.5,53.40789474,Exceptional Growth,Fairly Valued,BB,,,,,
WOO Token,Exchanges (DEX),0,77.25509826,52,83.9,53.28877456,Strong Growth,Fairly Valued,A,,,,,
SXP,Prediction markets,0,42.1875,80.44444444,90.23,53.21548611,Slow Growth,Undervalued,AA,,,,,
Arkham,Infrastructure,0,80.3188246,46,85.6,52.97970615,Exceptional Growth,Fairly Valued,A,,,,,
Venus USDT,Lending,58.72937,86.17202729,84.21875,68.62,74.43503682,Exceptional Growth,Undervalued,BB,"{""name"": ""Venus USDT"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 86.17202729044836, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Aave"", ""scores"": {""user_growth"": 99.07407407407408}}, {""name"": ""Compound"", ""scores"": {""user_growth"": 79.99756335282652}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Maple Finance"", ""scores"": {""user_growth"": 63.62573099415204}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}","{""name"": ""Vechain"", ""sector"": ""Lending"", ""scores"": {""earnings_quality"": 62.67057362728197}, ""peers"": [{""name"": ""Aave"", ""scores"": {""earnings_quality"": 62.67057362728197}}, {""name"": ""Compound"", ""scores"": {""earnings_quality"": 32.43084976560476}}, {""name"": ""Maple Finance"", ""scores"": {""earnings_quality"": 54.32192715059285}}, {""name"": ""Venus USDT"", ""scores"": {""earnings_quality"": 58.729369995647765}}], ""sector_averages"": {""earnings_quality"": 8.52, ""count"": 62}}",FALSE,FALSE,vusdt
OpenChat,Social,31.71317513,90.31746032,88.88888889,,52.72988108,Exceptional Growth,Undervalued,,,,,,
QuickSwap,Exchanges (DEX),51.7502367,80.12711936,77.10714286,,52.24612473,Exceptional Growth,Undervalued,,,,,,
Ankr,Liquid staking,0,60.09191176,56,91,51.77297794,Steady Growth,Fairly Valued,AA,,,,,
1inch Network,Exchanges (DEX),0,87.78430158,24.83901515,94.25,51.71832918,Exceptional Growth,Overvalued,AAA,,,,,
Litecoin,Blockchains (L1),0,84.84848485,38.16222084,83.71,51.68017642,Exceptional Growth,Overvalued,A,,,,,
Euler,Lending,0,61.4668616,60.53571429,84.43,51.60814397,Steady Growth,Fairly Valued,A,,,,,
Ether.Fi,Liquid staking,0,68.38848039,55,80.58,50.9921201,Strong Growth,Fairly Valued,A,,,,,
Jito Labs,Liquid staking,40.57981265,92.94117647,52.91666667,82.52,67.23941395,Exceptional Growth,Fairly Valued,A,"{""name"": ""Jito Labs"", ""sector"": ""Liquid staking"", ""scores"": {""user_growth"": 92.94117647058825, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Lido DAO"", ""scores"": {""user_growth"": 79.24632352941175}}, {""name"": ""Stader ETHx"", ""scores"": {""user_growth"": 44.74264705882353}}, {""name"": ""Solayer"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""EigenLayer"", ""scores"": {""user_growth"": 87.64705882352942}}], ""sector_averages"": {""user_growth"": 52.75, ""count"": 22}}","{""name"": ""Venus USDT"", ""sector"": ""Lending"", ""scores"": {""earnings_quality"": 58.729369995647765}, ""peers"": [{""name"": ""Aave"", ""scores"": {""earnings_quality"": 62.67057362728197}}, {""name"": ""Compound"", ""scores"": {""earnings_quality"": 32.43084976560476}}, {""name"": ""Maple Finance"", ""scores"": {""earnings_quality"": 54.32192715059285}}, {""name"": ""Vechain"", ""scores"": {""earnings_quality"": 62.67057362728197}}], ""sector_averages"": {""earnings_quality"": 8.52, ""count"": 62}}",FALSE,FALSE,jto
Usual,Stablecoin issuers,22.91717247,84.4047619,93.6,,50.23048359,Exceptional Growth,Undervalued,,,,,,
Stellar,Blockchains (L1),0,75.75757576,38.05288462,86.48,50.07261509,Strong Growth,Overvalued,A,,,,,
SynFutures,Derivative exchanges,44.47377406,81.21869202,72.44047619,,49.53323557,Exceptional Growth,Undervalued,,,,,,
SPACE ID,Infrastructure,0,71.54482356,55,69.99,49.13370589,Strong Growth,Fairly Valued,BB,,,,,
